Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_evt191228_cp0_q2_s10,synopsis,,[플레이어]達との戦いによりジョヤの暴走は止まる。故障して煩悩を集めることが出来ないジョヤに代わり、ジョイが空の世界に散った煩悩を集める。その後機能停止したジョヤを一行は静かに見送る。年が明け、ジョヤの祠のある島に戻ったクビラは“ジョイ”の鐘撞きを済ませて歳神としてのお役目を終える。一行は村長の用意した新年のご馳走に顔を綻ばせるのだった。
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョヤ,──……！！！
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,ふぅ……<br>どうにか止まったみたいだね。
Japanese,scene_evt191228_cp0_q2_s10,detail,ビカラ,クビラ、<br>遠くの島にも散ってしまった煩悩を<br>ジョヤを使って集めよう。
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,うん。
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,無理をさせてごめん……<br>ジョヤ、もう少しだけ頑張ってくれる？
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョヤ,──……
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,ジョヤ、どうしたの！？
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>クビラが声をかけると、</span><br><span class='scene-font-katari'>ジョヤは全空に散った煩悩を</span><br><span class='scene-font-katari'>集めようとする素振りを見せた。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>しかしジョヤは壊れたように</span><br><span class='scene-font-katari'>振動するだけで、</span><br><span class='scene-font-katari'>一向に煩悩は集まらない。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,まさか、暴走が止まってない……？<br>一体どうしたら……
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ジョヤハ、モウスグ、シヌンダ。
Japanese,scene_evt191228_cp0_q2_s10,detail,루리아,え……？<br>どういうことですか？
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,キノウテイシト、イッテイタ。<br>モウ、オヤクメ、デキナイッテ。
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ダカラ、ジョイ、キメタンダ。<br>ジョイガ、ジョヤノ、オヤクメヲ、<br>ヒキツグッテ。
Japanese,scene_evt191228_cp0_q2_s10,detail,비,お前が全空の煩悩を<br>集めるって言うのか？
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ウン！<br>ソシタラ、ジョヤ、カナシク、ナイ。
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ジョイハ、ニンゲンノ、コトモ、<br>ボンノーノ、コトモ、<br>マダ、ヨク、シラナイ……
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,デモ、イッパイ、ガクシューシテ、<br>イッパイ、ガンバッテ、<br>オヤクメ、マットウスル！
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョヤ,──……
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,ジョイ……<br>ふふ、やっぱりジョイは、<br>強くて優しい子だね。
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ジョイノ、ハジメテノ、オヤクメ、<br>ミテテ！
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>ジョイはそう宣言すると、</span><br><span class='scene-font-katari'>器としての力を解放する。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,ビカラ,煩悩の気配が消えていくよ！
Japanese,scene_evt191228_cp0_q2_s10,detail,루리아,凄いです！<br>頑張って、ジョイ君……！
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>誰に教えられたわけでもないのに、</span><br><span class='scene-font-katari'>ジョイは見事にジョヤが務めていた</span><br><span class='scene-font-katari'>役目をやり遂げた。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ボンノー、アツメオワッタヨ！
Japanese,scene_evt191228_cp0_q2_s10,detail,비,やるじゃねぇか！<br>これで全部解決だな。
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョヤ,──！
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョヤ,────……<br>……………………
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,アッ、ジョヤ！
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ジョヤ……？<br>ネェ、ジョヤ、ジョヤッタラ！
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>ジョヤは事切れたように沈黙し、</span><br><span class='scene-font-katari'>一切動かなくなってしまう。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>けれどジョイには確かに届いていた。</span><br><span class='scene-font-katari'>その瞬間が訪れる直前に</span><br><span class='scene-font-katari'>ジョヤが呟いた言葉が。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-italic scene-font-blue'>「私の希望は君に託す。</span><br><span class='scene-font-italic scene-font-blue'>ありがとう、小さな君。</span><br><span class='scene-font-italic scene-font-blue'>そして、明けましておめでとう」</span><span class='scene-font-katari'>と──</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ウ、ウゥ……<br>ワカッタ、ジョイ、ガンバルヨ……
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,アケマシテオメデトー……<br>オワカレ、ダネ。<br>ジョヤ、ジョヤ……
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>初めて知る死の悲しみに咽びながら、</span><br><span class='scene-font-katari'>ジョイは動かなくなったジョヤに</span><br><span class='scene-font-katari'>もたれかかる。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,ジョイ……
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,……一緒にお見送りしようか。<br>ジョヤが寂しくないように……
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ウ、ウン……<br>ジョイ、チャント、<br>オミオクリ、スル……
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>クビラとジョイは目を閉じ、</span><br><span class='scene-font-katari'>ジョヤが安らかに眠れるように</span><br><span class='scene-font-katari'>祈りを捧げる。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,ビカラ,…………
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>クビラとジョイに続き、</span><br><span class='scene-font-katari'>[플레이어]達もジョヤの周りに</span><br><span class='scene-font-katari'>集まり、静かに目を閉じた。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>そして、心から祈りを捧げた。</span><br><span class='scene-font-katari'>苦しみに気づけなかった謝罪と、</span><br><span class='scene-font-katari'>胸いっぱいの感謝と労いを込めて──</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>こうして除夜の晩は終わり、</span><br><span class='scene-font-katari'>空の世界は新しい年を迎えるのだった。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,ビカラ,やっぱりこの音を聞くと、<br>新年って感じがするなぁ。
Japanese,scene_evt191228_cp0_q2_s10,detail,マキラ,ふふ、そだね。
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>明け方、ビカラとマキラは</span><br><span class='scene-font-katari'>祠のある島の村で、</span><br><span class='scene-font-katari'>おこたに入って寛いでいた。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,マキラ,それにしても、<br>まさかジョイ君が完全に<br>ジョヤの役目を引き継いだなんて。
Japanese,scene_evt191228_cp0_q2_s10,detail,マキラ,こんなに早く成長するなんて<br>予想外だよ。<br>まだまだ私も半熟だな。
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>異常な量の煩悩を察知し、</span><br><span class='scene-font-katari'>マキラはアニラ達に声をかけ、</span><br><span class='scene-font-katari'>霧の発生した島へ向かおうとしていた。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>しかし出発する前に騒動が収まったので</span><br><span class='scene-font-katari'>[플레이어]達が帰ってくるまで</span><br><span class='scene-font-katari'>祠のある島に待機していたのだった。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,マキラ,お役目を引き継いだとなれば、<br>ジョイ君は空の世界を<br>離れるわけにいかないよね。
Japanese,scene_evt191228_cp0_q2_s10,detail,マキラ,一度でいいから、<br>ジョイ君と<span class='scene-font-spword'>“うちゅう”</span>に<br>行ってみたかったな……
Japanese,scene_evt191228_cp0_q2_s10,detail,,<span class='scene-font-katari'>おこたに頬杖を突きながら、</span><br><span class='scene-font-katari'>マキラは遥か遠くの</span><span class='scene-font-spword'>“うちゅう”</span><span class='scene-font-katari'>に</span><br><span class='scene-font-katari'>想いを馳せる。</span>
Japanese,scene_evt191228_cp0_q2_s10,detail,ビカラ,あっ！<br>みんな、おかえり！
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,うん、ただいま。<br>ジョヤの鐘撞き、無事に終わったよ。
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ジョヤ、ジャナクテ、<br><span class='scene-font-spword'>“ジョイ”</span>ノ、カネツキ、ダヨ！
Japanese,scene_evt191228_cp0_q2_s10,detail,クビラ,ふふっ、そうだね。
Japanese,scene_evt191228_cp0_q2_s10,detail,루리아,ジョイ君、撞いてもらう時、<br>すっごく大人しくしてて<br>偉かったんですよ！
Japanese,scene_evt191228_cp0_q2_s10,detail,ジョイ,ジョイ、ゴォーント、サレルノ、<br>ダイスキ！
