Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_evt211015_cp0_q2_s10,synopsis,,無事ネオアームストロングサイクロンジェットアームストロング砲の暴走は収まった。おじさんは最後に銀時達が元の世界に帰るための道を作り、銀時、神楽、新八、土方、沖田は[플레이어]達と別れの挨拶を交わして元の世界へと帰還する。こうして銀時、神楽は無事いつもの日常に戻るが、新八が眼鏡しか元の世界に帰れていないことに誰も気が付かないのだった。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,<span class='scene-font-4'>うおォォォォォ！</span><br><span class='scene-font-4'>これで、どうだァァァァ！！</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,システム音,<span class='scene-font-gray'>────</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,システム音,<span class='scene-font-gray'>発射。</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,ビィ,<span class='scene-font-4'>んなぁっ！？</span><br>ダメだったのか……！？<br>玉つぶしたのに……！
Japanese,scene_evt211015_cp0_q2_s10,detail,ルリア,また空に亀裂が……！！
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,安心してください……
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,<span class='scene-font-4'>オッさん！！</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,皆さんのおかげでもう、<br>暴走は収まりました……
Japanese,scene_evt211015_cp0_q2_s10,detail,,<span class='scene-font-katari'>おじさんはそういうと、</span><br><span class='scene-font-katari'>グランサイファーの上に</span><br><span class='scene-font-katari'>機体を着陸させる。</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,,<span class='scene-font-katari'>そして満身創痍といった様子で、</span><br><span class='scene-font-katari'>コックピットから這い出てきた。</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,志村新八,おじさん、大丈夫ですか！？
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,す、少し……<br>腰が抜けただけですので……
Japanese,scene_evt211015_cp0_q2_s10,detail,沖田総悟,おい、暴走が収まったんなら、<br>さっきの情けない砲撃と今できてる<br>空の亀裂はどう説明してくれるんで？
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,最後に皆さんの……<br>帰る道を……作ったんです。
Japanese,scene_evt211015_cp0_q2_s10,detail,神楽,帰る道……じゃあ、<br>アレに飛び込んだら<br>元の世界に帰れるアルか！？
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,ええ。ただ、あの亀裂は<br>しばらくすればふさがって<br>しまいますので……
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,そうか……<br>じゃあそうなる前に<br>帰らねーとな……
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,なぁ、[플레이어]。<br>オッさんはこれからどうなる？
Japanese,scene_evt211015_cp0_q2_s10,detail,ルリア,秩序の騎空団っていう、<br>組織に引き渡すことに<br>なっています。
Japanese,scene_evt211015_cp0_q2_s10,detail,ビィ,そのあとは多分……<br>長い間投獄されると思うぜ。
Japanese,scene_evt211015_cp0_q2_s10,detail,志村新八,そうですか……でも、<br>おじさんは自棄になってただけで、<br>本当は優しくて……
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,いいんです、万事屋さん。<br>私の犯した罪ですから。<br>きちんと償います。
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,万事屋の皆さん。<br>本当にお世話になりました。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,俺達も世話になった身だからな。<br>お互い様だ。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,もう、夢を見失うなよ。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,罪を清算して自由になったら、<br>ガキに会いに行ってやれ。<br>本当の夢、叶えろよ。
Japanese,scene_evt211015_cp0_q2_s10,detail,おじさん,はい……
Japanese,scene_evt211015_cp0_q2_s10,detail,沖田総悟,おーい、いい感じのとこすいません。<br>もう時間がねェみてェで。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,あ？
Japanese,scene_evt211015_cp0_q2_s10,detail,土方十四郎,<span class='scene-font-4'>亀裂が閉じかけてんだよ！</span><br><span class='scene-font-4'>さっさと帰るぞ！</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,<span class='scene-font-4'>はァ！？</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,[플레이어]と交流これで終わり！？<br>俺達、何のために来たの！？<br>本当にコラボだったの！？
Japanese,scene_evt211015_cp0_q2_s10,detail,神楽,残念だったアル……<br>もう少し居たかったネ。
Japanese,scene_evt211015_cp0_q2_s10,sel1_txt,,<span class='scene-font-katari'>また会えるかな</span>
Japanese,scene_evt211015_cp0_q2_s10,sel2_txt,,<span class='scene-font-katari'>結局なんだったの</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,あー……どうだろうな。<br>こんな突拍子もないこと<br>なかなか起きねーだろうし……
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,けど、もしまた会えたら……<br>次はちゃんと話そうぜ。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,ははは、俺達も聞きてーよ。<br>何だったんだろーな！
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,また会えるかわからねーけど、<br>次会うときは話せたらいいな。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,頼むぜ、[플레이어]。
Japanese,scene_evt211015_cp0_q2_s10,detail,神楽,銀ちゃん！<br>もう時間ないアル！
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,わかってるよ、今行くよ。
Japanese,scene_evt211015_cp0_q2_s10,detail,土方十四郎,短い間だったが世話んなったな。
Japanese,scene_evt211015_cp0_q2_s10,detail,沖田総悟,ま、それなりに楽しめました。
Japanese,scene_evt211015_cp0_q2_s10,detail,ビィ,あっという間だったけどな……<br>元気でな。
Japanese,scene_evt211015_cp0_q2_s10,detail,坂田銀時,おう。<br>そんじゃ、あばよォ！
Japanese,scene_evt211015_cp0_q2_s10,detail,,<span class='scene-font-katari'>亀裂に入った銀時達は、</span><br><span class='scene-font-katari'>亀裂と共に姿を消した。</span>
Japanese,scene_evt211015_cp0_q2_s10,detail,ビィ,うーん……<br>嵐みてぇな奴らだったな。
Japanese,scene_evt211015_cp0_q2_s10,detail,ビィ,結局なんだったんだ、あいつら。<br>とくにあの死んだ魚の目の兄ちゃん。
Japanese,scene_evt211015_cp0_q2_s10,detail,ルリア,あはは……わかりませんね。<br>けど、なんだか清々しいというか、<br>みてて気持ちいい方々でしたね。
Japanese,scene_evt211015_cp0_q2_s10,detail,ビィ,そうかぁ……？<br>まぁ、悪いやつらじゃなかったな。<br>最初は疑っちまったけど。
Japanese,scene_evt211015_cp0_q2_s10,detail,ルリア,えーっと……万事屋さん？<br>が言った通り、またいつか会えたら<br>今度はちゃんとお話ししたいですね。
Japanese,scene_evt211015_cp0_q2_s10,detail,ビィ,ははは、そうだなぁ。<br>色々話聞いてみてぇや。
