Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_evt210329_cp2_q1_s10,synopsis,,滞在２日目の朝、アニラはホテルのロビーでティアレと出会う。昨日アニラ達が楽しく過ごせたと聞きティアレは喜ぶが、アニラは今日こそ会議をすると決意を固めていた。ティアレに空の世界を守る十二神将の役目について語り、会議室へ向かおうとするアニラ。しかしティアレがそれを引き止め、「アロハスの遊び方を教えてあげる」とアニラをどこかへ連れていくのだった。,"체류 이틀째 되던 날 아침, 아니라는 호텔 로비에서 티아레와 만난다.어제는 아니라 일행이 즐겁게 보냈다고 해서 티아레는 기뻐했지만,  아니라는 오늘이야말로 회의를 하겠다고 결심했다. 티아레에게 하늘세계를 지키는 12신장의 역할에 대해 이야기하고 회의실로 향하려는 아니라. 그러나 티아레가 그것을 만류하고,  ""알로하스를 즐기는 법을 가르쳐 주겠다""며 아니라를 어디론가 데리고 가는 것이었다."
Japanese,scene_evt210329_cp2_q1_s10,detail,,<span class='scene-font-katari'>訪れたスーパーリゾートアロハスで</span><br><span class='scene-font-katari'>十二神将はさっそく会議を開くはずが、</span><br><span class='scene-font-katari'>初日を遊びに費やしてしまった。</span>,<span class='scene-font-katari'>방문한 슈퍼 리조트 알로하스에서 12 신장은 당장 회의를 열어야 했지만 첫날을 놀기에 허비하고 말았다.</span>
Japanese,scene_evt210329_cp2_q1_s10,detail,,<span class='scene-font-katari'>一夜明けた滞在２日目、</span><br><span class='scene-font-katari'>アニラはホテルのロビーで</span><br><span class='scene-font-katari'>昨日の過ごし方を反省していた。</span>,"<span class='scene-font-katari'>하룻밤이 지난 이틀째, 아니라는 호텔 로비에서 어제 보낸 시간을 반성하고 있었다.</span>"
Japanese,scene_evt210329_cp2_q1_s10,detail,アニラ,ふぁ～あ……,후아아...
Japanese,scene_evt210329_cp2_q1_s10,detail,アニラ,むぅ……本来なら<br>二度寝といきたいところじゃが、<br>今日はそうもいかんしのう……,"음....본래라면 다시 잠들고 싶지만, 오늘은 그렇게도 안되겠지...."
Japanese,scene_evt210329_cp2_q1_s10,detail,ティアレ,おっはよーございまーす！,안녕하세요!
Japanese,scene_evt210329_cp2_q1_s10,detail,アニラ,ティアレか。<br>朝から元気じゃの。,티아레? 아침부터 기운이 넘치는군.
Japanese,scene_evt210329_cp2_q1_s10,detail,ティアレ,アニラちゃん、昨日はよく眠れた？<br>他のみんなはどうだった？,아니라 어제는 잘 잤어? 다른 애들은 어땠어?
Japanese,scene_evt210329_cp2_q1_s10,detail,アニラ,うむ、快適に過ごせた。<br>この寝巻きも<br>実に肌触りがよくてのう……,"음, 쾌적하게 지냈다네. 이 잠옷도 참으로 촉감이 좋더군……."
Japanese,scene_evt210329_cp2_q1_s10,detail,ティアレ,ムームーね！<br>本来は正装らしいんだけど、<br>アロハスでは館内着にしてるんだ。,"무무구나! 원래는 정장이었다고 하지만, 알로하스에서는 실내복으로 하고 있어."
Japanese,scene_evt210329_cp2_q1_s10,detail,アニラ,ムームーというのか。<br>ゆったりとした着心地が癖になると<br>他の者にも大好評じゃったぞ。,"무무라고 하는구나. 편안한 착용감에 헤어나오지 못하겠다고, 다른 사람들에게도 큰 호평을 받았지."
