Language,SceneCode,Type,Name,Origin,Korean
Japanese,"scene_cp44_q1_s10,4411",synopsis,,フリーシアはガンダルヴァの独断的な振る舞いを咎めるが、ガンダルヴァは皇帝陛下直々の勅令を仰せつかっていると言い張る。しかし今のエルステ帝国には皇帝など存在しない。その秘密を知るフリーシアはガンダルヴァのこの発言に戦慄を覚える。全てを裏で操っていた自分ですらうかがい知れない暗き陰謀の影にフリーシアは焦燥するのだった。
Japanese,"scene_cp44_q1_s10,4411",detail,,<span class='scene-font-katari'>リーシャの決意から一夜が明け、</span><br><span class='scene-font-katari'>占拠された第四庁舎にも、</span><br><span class='scene-font-katari'>柔らかな日差しが降り注いでいた。</span>
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,さぁって……<br>今日こそ<br>楽しい一日になりゃあいいが……
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,ふん……<br>戦果の割には、<br>ずいぶんと愉快そうですね。
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,あん？<br>いっつも不機嫌そうなアンタよか、<br>いくらかマシだと思うぜ？
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,口を慎みなさい、<br>ガンダルヴァ中将。
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,いまエルステ帝国の<br>全権を握っているのは、この私です。
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,…………
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,まったく……<br>今回ばかりは私自身も、<br>反省の必要があるかもしれませんね。
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,独断専行して軍を動かした挙句、<br>第四騎空艇団船団長のリーシャを、<br>未だに捕まえられないとは……
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,聞けば昨日は<br>リーシャを目前にしながら、<br>みすみす取り逃がしたそうですね？
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,ガンダルヴァ中将……<br>貴方にはあの小娘を<br>捕える気があるのですか？
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,やる気はあるぜ？<br>だが、色々と邪魔が入ってなぁ……
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,力不足だと言うのなら、<br>これを渡しておきましょう。
Japanese,"scene_cp44_q1_s10,4411",detail,,<span class='scene-font-katari'>そう言ってフリーシアは懐から</span><br><span class='scene-font-katari'>禍々しい光を放つ結晶を取り出す。</span>
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,魔晶……か？
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,ええ……<br>貴方がこれを使えば、<br>今日にでも島ごとまとめて……
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,ッ！？
Japanese,"scene_cp44_q1_s10,4411",detail,,<span class='scene-font-katari'>常人には知覚できない速度の抜刀は、</span><br><span class='scene-font-katari'>一瞬にして</span><br><span class='scene-font-katari'>フリーシアの持つ魔晶を叩き斬った。</span>
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,そういうのは嫌いなんだよ……<br>二度とオレ様の前に出すんじゃねぇ。
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,な……
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,それに焦らなくても、決着は今日だ。<br>匂うからな……<br>目覚めた化物の良い匂いがなぁ……
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,せっかくの勝負に<br>いらねぇことすんじゃねぇ……<br>次やったら潰すぞ？
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,くっ……
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,ついでにオレ様のアマルティア侵攻は、<br>独断専行なんかじゃねぇよ。<br>ちゃーんと許可はもらってる。
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,許可……？<br>何を馬鹿な！<br>誰から許可を得たと言うのです？
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,そりゃ当然……<br>オレ様達がお守り申し上げる、<br>皇帝陛下に決まってるじゃねぇか。
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,な……<br>皇帝……だと！？
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,ああ……<br>黒騎士も無事追放できたし、<br>もう秩序の騎空団に利用価値はない……
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,ってな。<br>だから拠点を乗っ取っちまえ、って、<br>陛下直々に勅令を下さったぜ？
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,馬鹿な！<br>そんなことはありえません！
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,ありえないって……<br>んじゃお前も直接、<br>陛下から話を聞いて来いよ。
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,そうすりゃ、<br>いくらフリーシア宰相閣下でも、<br>納得していただけんだろ。
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,<span class='scene-font-kokoro'>（違う……</span><br><span class='scene-font-kokoro'>そういうことじゃない……）</span>
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,<span class='scene-font-kokoro'>（皇帝陛下が直々に勅令を下す……</span><br><span class='scene-font-kokoro'>それ自体が、ありえない……）</span>
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,<span class='scene-font-kokoro'>（私は居るように振る舞っていただけで</span><br><span class='scene-font-kokoro'>いまエルステ帝国に</span><br><span class='scene-font-kokoro'>皇帝は存在しない……）</span>
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,<span class='scene-font-kokoro'>（そもそも帝国の基礎になった、</span><br><span class='scene-font-kokoro'>エルステ王国には、</span><br><span class='scene-font-kokoro'>直系以外に王族は居ない……）</span>
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,<span class='scene-font-kokoro'>（そして</span><br><span class='scene-font-kokoro'>最後の子孫であるオルキスは、</span><br><span class='scene-font-kokoro'>あの状態……）</span>
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,<span class='scene-font-kokoro'>（いったい誰が……！？</span><br><span class='scene-font-kokoro'>私がアガスティアを離れている間に、</span><br><span class='scene-font-kokoro'>何が起きたというのです……！？）</span>
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,どうした？<br>アマルティア侵攻が、<br>そんなにショックだったか？
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,私はアガスティアに戻ります。
Japanese,"scene_cp44_q1_s10,4411",detail,フリーシア,ガンダルヴァ中将、貴方は一秒でも早く<br>あの小娘を捕えることです。<br>よろしいですね？
Japanese,"scene_cp44_q1_s10,4411",detail,,<span class='scene-font-katari'>そう言い残すと、</span><br><span class='scene-font-katari'>フリーシアはすぐさま踵を返し、</span><br><span class='scene-font-katari'>第四庁舎を後にした。</span>
Japanese,"scene_cp44_q1_s10,4411",detail,ガンダルヴァ,やれやれ……<br>忙しない女だ……
Japanese,"scene_cp44_q2_s10,4421",synopsis,,いよいよ作戦決行の朝。覚悟を決めたリーシャに[플레이어]達は全てをゆだねる。口々に語られる[플레이어]達の励ましの言葉にリーシャは背中を押される。帝国兵を前にして、もう二度と逃げないことを、まるで自分に言い聞かせるかのように大きな声で宣言するのであった。
Japanese,"scene_cp44_q2_s10,4421",detail,,<span class='scene-font-katari'>リーシャが決意を新たにした翌朝。</span><br><span class='scene-font-katari'>一行は瓦礫と化した街に身を隠しながら</span><br><span class='scene-font-katari'>第四庁舎を目指していた。</span>
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,では……作戦通りに。<br>武運を祈ります。
Japanese,"scene_cp44_q2_s10,4421",detail,騎空士,はっ……<br>リーシャ船長も、<br>どうかご武運を……
Japanese,"scene_cp44_q2_s10,4421",detail,카타리나,リーシャ殿……<br>本当にこの作戦でいいんだな？
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,はい……<br>きっとこれが、いまの私達に出来る<br>最善の作戦ですから。
Japanese,"scene_cp44_q2_s10,4421",detail,라캄,なんつーか大胆な作戦だよな……<br>なのに理に適ってるっつーか……
Japanese,"scene_cp44_q2_s10,4421",detail,오이겐,いいじゃねぇか！<br>オレぁ良い作戦だと思うぜ！<br>少なくともオレは嫌いじゃねぇ！
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,あ、ありがとうございます……！
Japanese,"scene_cp44_q2_s10,4421",detail,이오,あたしもそう思うわ！<br>それになんてったって、<br>すっごくわかりやすいもの！
Japanese,"scene_cp44_q2_s10,4421",detail,루리아,ふふ……なんだかすごく<br>リーシャさんらしいな、って……<br>そう思います。
Japanese,"scene_cp44_q2_s10,4421",detail,비,ここまで来たんだ！<br>後はもう、精一杯やるだけだよな！
Japanese,"scene_cp44_q2_s10,4421",detail,オルキス,リーシャ……頑張れ。<br>応援してる。
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,ありがとう、みんな……<br>私を信じて……託してくれて。
Japanese,"scene_cp44_q2_s10,4421",detail,카타리나,君には能力がある……<br>だから私達は君に作戦を託したんだ。<br>胸を張っていこうじゃないか。
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,はい……ッ！
Japanese,"scene_cp44_q2_s10,4421",detail,帝国兵１,よし……<br>この辺りはもういいから、<br>次の区画の巡回に……
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,…………
Japanese,"scene_cp44_q2_s10,4421",detail,帝国兵１,なっ！？<br>き、貴様は……！
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,私は秩序の騎空団第四騎空艇団、<br>船団長リーシャです！
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,もう逃げも隠れもしません！<br>私は……リーシャはここに居ます！！
Japanese,"scene_cp44_q2_s10,4421",detail,帝国兵１,な、なんだこいつ……？
Japanese,"scene_cp44_q2_s10,4421",detail,帝国兵２,ともかく中将閣下へ連絡だ！<br>おい！ お前は仲間を集めて来い！<br>ここで取り逃がすわけにはいかないぞ！
Japanese,"scene_cp44_q2_s10,4421",detail,,<span class='scene-font-katari'>リーシャの出現に、</span><br><span class='scene-font-katari'>帝国兵達は</span><br><span class='scene-font-katari'>にわかに慌ただしく動き始める。</span>
Japanese,"scene_cp44_q2_s10,4421",detail,リーシャ,さぁ……<br>やりましょう、[플레이어]。<br>ここからが、本当の正念場です！
Japanese,"scene_cp44_q2_s20,4422",synopsis,,帝国兵が走る。ガンダルヴァの元へ駆け寄り、リーシャの発見を伝令する。策もなく帝国兵の中へ躍り出るリーシャではない。ガンダルヴァはその大胆不敵な行動に陽動めいたものを感じ取り、彼女の目的、即ちモニカの幽閉される第四庁舎の守りをますます堅固にするのであった。そしてガンダルヴァ本人は、リーシャの元へ戦いを求めて出立する。
