Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_evt191228_cp0_q1_s10,synopsis,,歳神を務めるクビラは昨日まで祠にいたジョヤがいなくなっていることを知る。ジョヤは以前のように暴走によって失踪したのではなく、何者かによって連れ去られた可能性が高いらしい。その頃、同じ島のとある蔵の中でマキラは鐘の形をしたものを組み立てていた。マキラが内部構造の解析のために鐘に四角い装置をつけると、装置に予想外の波形が映るのだった。
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>年の瀬の迫る、</span><br><span class='scene-font-katari'>とある島の厳かな祠──</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>冷えた朝靄の漂うその場所には、</span><br><span class='scene-font-katari'>険しい表情で佇む男達と</span><br><span class='scene-font-katari'>ふたりの少女がいた。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,そんな……<br>昨日見に来た時は<br>確かにジョヤは祠にいたのに……
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>太い竹筒のような神器を携えた少女、</span><br><span class='scene-font-katari'>彼女は亥神宮の主であり、</span><br><span class='scene-font-katari'>北北西の守護神のクビラである。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,若い男,申し訳ございません、クビラ様。
Japanese,scene_evt191228_cp0_q1_s10,detail,村長,ジョヤの監視を担う我々一族が<br>ついていながら、<br>またもやこのような不手際を……
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,ううん、貴方達のせいじゃない。
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,私が昨日祠へ来た時にもっとちゃんと<br>ジョヤの様子に注意していれば、<br>暴走も防げたはずだし……
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,ヴァジラちゃんから、<br>前にジョヤが大暴走して<br>大変だったって話も聞いてたのに……
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>ジョヤ──</span><br><span class='scene-font-katari'>空の世界に溢れる</span><span class='scene-font-spword'>『煩悩』</span><span class='scene-font-katari'>を集め、</span><br><span class='scene-font-katari'>人々の欲望の均衡を保つためにある鐘。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>一年を通じてジョヤに集められた煩悩を</span><br><span class='scene-font-katari'>十二神将が年越しにジョヤの鐘撞きを</span><br><span class='scene-font-katari'>行って払う。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>そうすることで人々の心には</span><br><span class='scene-font-katari'>適度な煩悩が保たれ、</span><br><span class='scene-font-katari'>人々の繁栄の一助となっていた。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>しかしジョヤは煩悩を集める器としての</span><br><span class='scene-font-katari'>機能しか持ち合わせていないため、</span><br><span class='scene-font-katari'>扱える煩悩の量には限度がある。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>異常な量の煩悩に耐え切れなくなった</span><br><span class='scene-font-katari'>ジョヤは三度に渡って暴走を起こし……</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>遂には空の世界の均衡を保つために</span><br><span class='scene-font-katari'>顕現した星晶獣の手を借りるほどの</span><br><span class='scene-font-katari'>大騒動にまで発展したのだった。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,若い男,それが、どうも今回の失踪は<br>これまでと様子が違うようなのです。
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,えっ……？<br>暴走してどこかへ行ったんじゃないの？
Japanese,scene_evt191228_cp0_q1_s10,detail,村長,祠の前をご覧ください。<br>雪に複数の足跡が残っているのが<br>見えますでしょう。
Japanese,scene_evt191228_cp0_q1_s10,detail,若い男,昨日は日暮れまで雪でしたから、<br>昨晩から今朝にかけてついたものだと<br>考えられるのですが……
Japanese,scene_evt191228_cp0_q1_s10,detail,若い男,足跡の形状が明らかに<br>我々の履物とは違っているんです。<br>島外から何者かが侵入したんでしょう。
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,それじゃあ、<br>ジョヤは誰かに盗まれたってこと？
Japanese,scene_evt191228_cp0_q1_s10,detail,村長,恐らくは。艇をつけられそうな<br>島の外れまで足跡が伸びているのは<br>確認しております。
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,そっか。考えてみれば、<br>暴走したんならこの辺りも煩悩の気配で<br>いっぱいになってるはず……
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,でも、その人達は<br>ジョヤをどうする気なんだろう？
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,今は一年で一番煩悩が集まってるから、<br>十二神将でも近づく時は<br>注意が必要なのに……
Japanese,scene_evt191228_cp0_q1_s10,detail,？？？,そうだね。<br>ジョヤも盗んだ人も心配だなぁ。
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>クビラの隣で黙って話を聞いていた</span><br><span class='scene-font-katari'>大きなつけ耳の少女は、</span><br><span class='scene-font-katari'>深刻そうに腕を組んだ。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,ごめんね、ビカラちゃん。<br>年が明けるまでには<br>この事件も何とかするから。
Japanese,scene_evt191228_cp0_q1_s10,detail,ビカラ,フフッ！<br>そうやって何でもひとりで抱え込むのは<br>クビラの悪い癖さ！
Japanese,scene_evt191228_cp0_q1_s10,detail,ビカラ,ぼくだって十二神将なんだから、<br>一緒にジョヤを捜しに行くよ。<br>ふたりで力を合わせて頑張ろう！
Japanese,scene_evt191228_cp0_q1_s10,detail,クビラ,ありがとう。<br>そう言ってもらえると心強いよ。
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>ふたりの十二神将は</span><br><span class='scene-font-katari'>ジョヤを取り戻すべく、</span><br><span class='scene-font-katari'>祠を後にするのだった。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,마키라,このパーツは……<br>下の窪みにはめて……
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>その頃、祠から程近い村の蔵の中で、</span><br><span class='scene-font-katari'>ひとりの少女が独り言を呟きながら</span><br><span class='scene-font-katari'>熱心に何かを組み立てていた。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>西の守護神であり鳥神宮の主のマキラ。</span><br><span class='scene-font-katari'>鳥のように空を飛ぶ夢を叶えるため、</span><br><span class='scene-font-katari'>様々な機械を研究している少女である。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,마키라,えっと、大きい方のバネは……<br>あ、またこの文字列だから……
Japanese,scene_evt191228_cp0_q1_s10,detail,마키라,紅頚黄鼓、光慧航行……
Japanese,scene_evt191228_cp0_q1_s10,detail,마키라,やはり暗号が示してるのはここ。<br>なので、設計図の通りならこれで……
Japanese,scene_evt191228_cp0_q1_s10,detail,ジョヤ？,──……
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>マキラが最後の部品をはめ込むと、</span><br><span class='scene-font-katari'>鐘の形をしたそれは</span><br><span class='scene-font-katari'>中の部品を回転させて反応を示した。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,마키라,無事に起動しましたね。<br>では内部構造の解析を始めます。
Japanese,scene_evt191228_cp0_q1_s10,detail,,<span class='scene-font-katari'>マキラは四角い装置を</span><br><span class='scene-font-katari'>完成したばかりの鐘に取りつけ、</span><br><span class='scene-font-katari'>波長を合わせるようにダイヤルを回す。</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,ジョヤ？,──……
Japanese,scene_evt191228_cp0_q1_s10,detail,ジョヤ？,・・・・……
Japanese,scene_evt191228_cp0_q1_s10,detail,ジョヤ？,<span class='scene-font-4'>☆＆※＠×♪＃＆！？！？</span>
Japanese,scene_evt191228_cp0_q1_s10,detail,마키라,わわっ！<br>ちょっと調整しますね。
