Type,Name,Origin,Korean
condition_win,,襲い来る獣を退けろ！,습격해온 짐승을 물리쳐라!
condition_win,,敗北条件：いずれかのバトルメンバーの戦闘不能,패배 조건: 한명 이상의 배틀 멤버의 전투 불능
text_jp,,どうすれば……。,어떻게 해야…….
text_en,,What do we do...,어떻게 해야…….
text_jp,,事情を聞くにはこの狼を<br>先に倒すしかない……か。,사정을 들으려면 이 늑대를<br>먼저 쓰러뜨릴 수 밖에 없겠…….군.
text_en,,"From the looks of it, this wolf needs to be taken care of first.",사정을 들으려면 이 늑대를<br>먼저 쓰러뜨릴 수 밖에 없겠…….군.
text_jp,,あー！　まっくろー！！<br>ネクタルも、だめー！,아! 새까만사람!!<br>넥타르도 안돼!
text_en,,Ah! Weird guy in black! Nectar! Stop it!,아! 새까만사람!!<br>넥타르도 안돼!
text_jp,,くっ……この鳥！！<br>邪魔をするな！,큭……이 새!!<br>방해하지마!
text_en,,Damn bird... Don't get in the way!,큭……이 새!!<br>방해하지마!
text_jp,,チッ……！　おい！<br>追い払う策はあるのか！？,쳇……! 어이!<br>쫓아낼 계책이 있는거야!?
text_en,,"Tch! Hey, got any ideas to deal with this?",쳇……! 어이!<br>쫓아낼 계책이 있는거야!?
text_jp,,…………！<br>（動きを止めて逃げよう！）,........!<br>(움직임을 멈추고 도망가자)
text_en,,"...! (Seal his movements, then we make a break for it!)",........!<br>(움직임을 멈추고 도망가자)
text_jp,,すまないが少し時間を稼ぎたい。<br>頼めるだろうか？,미안하지만 시간 좀 벌고 싶어. 부탁할 수 있을까?
text_en,,"I apologize, but we need to buy some time. Can we ask this of you?",미안하지만 시간 좀 벌고 싶어. 부탁할 수 있을까?
text_jp,,手間を掛けさせる……！<br>後で必ず話は聞かせて貰うぞ！,귀찮게 만드는군…… 나중에 꼭 이야기는 들려줘야겠어!
text_en,,"Sure aren't shy about asking favors, huh? You better tell me everything you know after this!",귀찮게 만드는군…… 나중에 꼭 이야기는 들려줘야겠어!
text_jp,,クシナ！　準備はいいな？,쿠시나! 준비됐지?
text_en,,Kushina! Are you ready?,쿠시나! 준비됐지?
text_jp,,…………！<br>（これで……！）,........!<br>(이걸로……!)
text_en,,...! (Here we go!),........!<br>(이걸로……!)
condition_win,,悪鬼を率いるゴブリンプリンセスを倒せ！
condition_win,,敗北条件：いずれかのキャラの戦闘不能
text_jp,,兄さん、団長さん！<br>痺れ香の効果に気を付けて！
text_en,,Lucius! Captain! Watch out for the numbing agent!
text_jp,,全部片付くまでは<br>無理しちゃダメだよ！
text_en,,Don't do anything stupid before it's all cleaned up!
text_jp,,厄介な……。
text_en,,"All right, all right..."
text_jp,,おまたせー！<br>ぜんぶ！　かたづいた！
text_en,,There we go! The air's cleared up now! No more numbing!
text_jp,,ありがとう！<br>これで全力を出せる！
text_en,,Thanks! Now we can let loose!
text_jp,,小癪な……！
text_en,,Impudent brats!
text_jp,,わー！？<br>ゴブリンきた！！
text_en,,Waaah! Goblins!
text_jp,,ウグス！　お前達は<br>この場を離れろ！
text_en,,Ugusu! You lot get out of here!
text_jp,,わかったー！！<br>きをつけてね！
text_en,,Okay! Be careful!
text_jp,,ふふ……愛し子達を、<br>王を奪われた痛み……。
text_en,, Hehe... The pain you've inflicted upon my beloved children and king...
text_jp,,ワラワが教えてあげる！
text_en,,I'll return it to you tenfold!
text_jp,,ティナ！！
text_en,,Teena!
text_jp,,大丈夫……！<br>これくらい平気だよ！
text_en,,I'm fine! This much is nothing!
text_jp,,…………
text_en,,...
text_jp,,ふっ……あはははは！<br>その顔！
text_en,,Hehe... Hahaha! What a lovely expression!
text_jp,,ワラワ達が憎いと……<br>ワラワ達こそが悪と<br>思い込んだ醜い顔！
text_en,,The scorn in your eyes—you truly believe we are the barbaric monsters!
text_jp,,大嫌いだわ……本当に。<br>思い上がりよ、<br>ニンゲン！！
text_en,,"I detest you. I truly do. Your hubris will be your undoing, child of man!"
text_jp,,貴様……！
text_en,,You vile...
text_jp,,さぁ……誰から<br>殺してほしいの？
text_en,,Now... Who should I kill first?
text_jp,,ふん……余裕だな。<br>そうしている間に俺が<br>貴様の首を切り落とすぞ！
text_en,,"Keep taking me that lightly, and you'll find your head lopped off soon enough."
text_jp,,やってごらんなさい！<br>やれるものならね！
text_en,,I would love to see you try! Come then! Show me you mean it!
text_jp,,そんなものか！<br>貴様の恨みとやらは！
text_en,,Is that all your hatred can muster? Pathetic!
text_jp,,…………っ！！
text_en,,...!
text_jp,,来るがいい、悪鬼の姫！<br>俺は逃げも隠れもしない！
text_en,,"Bring it, princess of the fiends! I won't run nor hide..."
text_jp,,お前の王が<br>そうであったように！！
text_en,,Not like your king did!
text_jp,,その……醜い口で！<br>あの方を語るなぁっ！！
text_en,,Why you... How dare you speak of him!
